datetime,Aqara_room,Aqara_supply,Aqara_return,Sonoff,Shelly_supply,Shelly_return,Shelly_window,Aqara_thermostat,Setpoint
2025-03-09 03:30:00,21.1667065142875,30.19,22.63,20.63178399722222,34.98,23.060000000000002,18.193125,,23.0
2025-03-09 03:45:00,21.16835325714375,30.23125,22.62,20.6,35.004615384615384,23.060000000000002,18.16875,,23.0
2025-03-09 04:00:00,21.17,30.2725,22.61,20.587500000000002,35.098571428571425,23.060000000000002,18.144375,,23.0
2025-03-09 04:15:00,21.152500000000003,30.31375,22.625,20.575000000000003,35.43666666666667,23.080000000000002,18.12,,23.0
2025-03-09 04:30:00,21.135,30.354999999999997,22.64,20.5625,35.745384615384616,23.1,18.11,,23.0
2025-03-09 04:45:00,21.1175,31.02,22.655,20.55,36.784444444444446,23.12,18.1,,21.5
2025-03-09 05:00:00,21.1,30.986666666666668,22.67,20.5375,36.4375,23.25,18.090000000000003,,21.5
2025-03-09 05:15:00,21.094285714285714,30.953333333333333,22.6875,20.525,36.43875,23.38,18.080000000000002,,21.5
2025-03-09 05:30:00,21.08857142857143,30.92,22.705,20.5125,36.44,23.314999999999998,18.07,,21.5
2025-03-09 05:45:00,21.082857142857144,30.51,22.7225,20.5,35.96875,23.25,18.060000000000002,,21.5
2025-03-09 06:00:00,21.077142857142857,30.61,22.74,20.508333333333333,36.06,23.256190476190476,18.050000000000004,,21.5
2025-03-09 06:15:00,21.07142857142857,30.71,22.72,20.516666666666666,36.125,23.26238095238095,18.040000000000003,,21.5
2025-03-09 06:30:00,21.065714285714286,30.685000000000002,22.7,20.525,36.19,23.268571428571427,18.12,,21.5
2025-03-09 06:45:00,21.06,30.66,22.68,20.533333333333335,36.06,23.274761904761903,18.1525,,21.5
2025-03-09 07:00:00,21.0675,30.634999999999998,22.6925,20.541666666666668,36.0925,23.280952380952378,18.185000000000002,,21.5
2025-03-09 07:15:00,21.075,30.61,22.705,20.55,36.125,23.287142857142854,18.2175,,21.5
2025-03-09 07:30:00,21.0825,30.575,22.7175,20.558333333333334,36.14666666666667,23.29333333333333,18.25,,21.5
2025-03-09 07:45:00,21.09,30.54,22.73,20.566666666666666,35.875,23.29952380952381,18.2825,,21.5
2025-03-09 08:00:00,21.106666666666666,30.505,22.740000000000002,20.575000000000003,35.75,23.305714285714284,18.314999999999998,,21.5
2025-03-09 08:15:00,21.123333333333335,30.47,22.75,20.583333333333336,35.82333333333333,23.31190476190476,18.38,,21.5
2025-03-09 08:30:00,21.14,31.1,22.759999999999998,20.59166666666667,36.93714285714286,23.318095238095236,18.439999999999998,,21.5
2025-03-09 08:45:00,21.145,30.57,22.77,20.6,35.666666666666664,23.32428571428571,18.5,,21.5
2025-03-09 09:00:00,21.15,30.51,22.796666666666667,20.650000000000002,35.81333333333333,23.330476190476187,18.439999999999998,,21.5
2025-03-09 09:15:00,21.155,30.326666666666668,22.823333333333334,20.700000000000003,35.685,23.336666666666662,18.560000000000002,,21.5
2025-03-09 09:30:00,21.16,30.143333333333334,22.85,20.75,35.46,23.314999999999998,18.622500000000002,,21.5
2025-03-09 09:45:00,21.205,29.96,22.835,20.8,34.87555555555556,23.314999999999998,18.685000000000002,,21.5
2025-03-09 10:00:00,21.25,29.776666666666667,22.82,20.825,33.75,23.25,18.88,,21.5
2025-03-09 10:15:00,21.295,29.02,22.805,20.85,32.75,23.185000000000002,18.939999999999998,,21.5
2025-03-09 10:30:00,21.34,28.51,22.79,20.875,31.936666666666667,23.0,19.0,,21.5
2025-03-09 10:45:00,21.416666666666668,27.97,22.7275,20.9,31.377499999999998,22.88,18.939999999999998,,21.5
2025-03-09 11:00:00,21.493333333333332,27.665,22.665,21.0,30.42388888888889,22.75,19.185000000000002,,21.5
2025-03-09 11:15:00,21.57,26.674999999999997,22.6025,21.1,28.292307692307695,22.672,19.0625,,21.5
2025-03-09 11:30:00,21.5975,25.61,22.54,21.2,26.419765625,22.439999999999998,19.375,,21.5
2025-03-09 11:45:00,21.625,24.53,22.33,21.3,24.178863636363637,22.206666666666667,19.4675,,21.5
2025-03-09 12:00:00,21.6525,23.81,22.12,21.291666666666668,24.229999999999997,22.060000000000002,19.56,,21.5
2025-03-09 12:15:00,21.68,23.29,22.09,21.283333333333335,23.688333333333333,21.88,19.69,,21.5
2025-03-09 12:30:00,21.79,22.77,22.0275,21.275,23.054444444444446,21.75,19.625,,21.5
2025-03-09 12:45:00,21.75,22.54,21.965,21.266666666666666,22.75,21.663333333333338,19.56,,21.5
2025-03-09 13:00:00,21.71,22.5525,21.9025,21.258333333333333,22.804285714285715,21.5,19.655,,21.5
2025-03-09 13:15:00,21.67,22.564999999999998,21.84,21.25,23.091250000000002,21.473333333333333,19.75,,21.5
2025-03-09 13:30:00,21.683333333333334,22.5775,21.8075,21.241666666666667,22.856666666666666,21.446666666666665,19.94,,21.5
2025-03-09 13:45:00,21.69666666666667,22.59,21.775,21.233333333333334,23.066111111111113,21.419999999999998,19.964000000000002,,21.5
2025-03-09 14:00:00,21.71,23.545,21.7425,21.225,24.655,21.46,19.988,,21.5
2025-03-09 14:15:00,21.7025,24.31,21.71,21.216666666666665,24.885940594059406,21.5,20.012,,21.5
2025-03-09 14:30:00,21.695,24.795,21.753333333333334,21.208333333333332,25.0012987012987,21.560000000000002,20.035999999999998,,21.5
2025-03-09 14:45:00,21.6875,25.0725,21.796666666666667,21.2,26.465103448275862,21.62,20.06,,21.5
2025-03-09 15:00:00,21.68,25.35,21.84,21.2125,27.929328358208956,21.75,20.125,,21.5
2025-03-09 15:15:00,21.67,25.545,21.89,21.225,28.198416666666667,21.814999999999998,20.19,,21.5
2025-03-09 15:30:00,21.66,25.74,21.939999999999998,21.2375,28.47049180327869,21.88,20.375,,21.5
2025-03-09 15:45:00,21.65,25.87,21.99,21.25,28.714000000000002,22.0,20.25,,21.5
2025-03-09 16:00:00,21.64,25.916666666666668,22.04,21.2625,29.166666666666668,22.060000000000002,20.125,,21.5
2025-03-09 16:15:00,21.633333333333333,25.963333333333335,22.0525,21.275,28.838421052631578,22.12,20.06,,21.5
2025-03-09 16:30:00,21.62666666666667,26.01,22.064999999999998,21.2875,28.533766233766233,22.060000000000002,19.94,,21.5
2025-03-09 16:45:00,21.62,25.96666666666667,22.0775,21.3,28.39127659574468,22.0,19.81,,21.5
2025-03-09 17:00:00,21.61,25.923333333333332,22.09,21.3,28.291999999999998,22.02,19.69,,21.5
2025-03-09 17:15:00,21.6,25.88,22.096666666666668,21.3,28.3543661971831,22.040000000000003,19.625,,21.5
2025-03-09 17:30:00,21.59,25.32,22.10333333333333,21.3,27.625,22.060000000000002,19.56,,21.5
2025-03-09 17:45:00,21.58,25.196666666666665,22.11,21.3,26.55267605633803,21.999166666666667,19.52,,21.5
2025-03-09 18:00:00,21.57,25.073333333333334,22.055,21.3,25.954740259740262,21.938333333333333,19.48,,21.5
2025-03-09 18:15:00,21.56,24.95,22.0,21.3,26.237608695652174,21.877499999999998,19.44,,21.5
2025-03-09 18:30:00,21.55,25.39,21.945,21.3,28.10163793103448,21.878749999999997,19.31,,21.5
2025-03-09 18:45:00,21.54,25.83,21.89,21.3,28.340769230769233,21.88,19.2175,,21.5
2025-03-09 19:00:00,21.54,27.15833333333333,21.89,21.3,28.191020408163265,22.128571428571426,19.125,,21.5
2025-03-09 19:15:00,21.54,28.486666666666665,21.89,21.3,34.984432989690724,22.377142857142854,18.97,,21.5
2025-03-09 19:30:00,21.71,31.7375,22.63,21.4,37.12972972972973,23.188333333333333,18.938,,22.0
2025-03-09 19:45:00,21.775,32.53666666666667,23.085,21.5,38.09217391304348,23.936666666666667,18.906,,22.0
2025-03-09 20:00:00,21.84,31.48,23.7,21.55,36.566923076923075,24.028333333333336,18.874,,22.0
2025-03-09 20:15:00,21.905,31.082500000000003,23.655,21.6,36.5,24.12,18.842,,22.0
2025-03-09 20:30:00,21.97,30.685000000000002,23.61,21.65,35.11272727272728,24.0,18.81,,22.0
2025-03-09 20:45:00,21.948571428571427,29.89,23.47,21.7,34.0625,23.836666666666662,18.77,,22.0
2025-03-09 21:00:00,21.927142857142858,29.395,23.330000000000002,21.6875,33.12571428571429,23.623333333333335,18.73,,22.0
2025-03-09 21:15:00,21.905714285714286,28.81,23.19,21.675,32.31166666666667,23.314999999999998,18.69,,22.0
2025-03-09 21:30:00,21.884285714285713,28.674999999999997,23.06,21.6625,31.939999999999998,23.25,18.625,,22.0
2025-03-09 21:45:00,21.86285714285714,28.54,22.956666666666667,21.65,32.06,23.060000000000002,18.56,,22.0
2025-03-09 22:00:00,21.841428571428573,28.405,22.85333333333333,21.6375,31.94,22.919999999999998,18.5,,22.0
2025-03-09 22:15:00,21.82,28.27,22.75,21.625,32.126,22.939999999999998,18.44,,22.0
2025-03-09 22:30:00,21.822499999999998,28.78,22.68,21.6125,32.623333333333335,22.96,18.39666666666667,,22.0
2025-03-09 22:45:00,21.825,28.87,22.746666666666666,21.6,33.0,22.98,18.35333333333333,,22.0
2025-03-09 23:00:00,21.8275,29.3,22.813333333333333,21.625,33.352,23.0,18.31,,22.0
2025-03-09 23:15:00,21.83,29.356666666666666,22.88,21.65,33.38,23.060000000000002,18.285999999999998,,22.0
2025-03-09 23:30:00,21.86,29.413333333333334,22.884999999999998,21.675,33.376666666666665,23.080000000000002,18.262,,22.0
2025-03-09 23:45:00,21.89,29.47,22.89,21.7,33.8125,23.106250000000003,18.238,,22.0
2025-03-10 00:00:00,21.92,29.573333333333334,22.895,21.675,33.815,23.1325,18.214000000000002,,22.0
2025-03-10 00:15:00,21.8775,29.676666666666666,22.9,21.65,34.0,23.15875,18.19,,22.0
2025-03-10 00:30:00,21.835,29.78,22.953333333333333,21.625,34.25,23.185000000000002,18.180714285714288,,22.0
2025-03-10 00:45:00,21.7925,30.35333333333333,23.006666666666664,21.6,35.129333333333335,23.25,18.17142857142857,,22.0
2025-03-10 01:00:00,21.75,30.926666666666666,23.06,21.587500000000002,37.40625,23.5,18.162142857142857,,22.0
2025-03-10 01:15:00,21.7525,31.98,23.19,21.575000000000003,38.52,23.876666666666665,18.152857142857144,,22.0
2025-03-10 01:30:00,21.755000000000003,32.480000000000004,23.3,21.5625,38.25,24.185000000000002,18.14357142857143,,22.0
2025-03-10 01:45:00,21.7575,31.705,23.41,21.55,36.95,24.12,18.134285714285713,,22.0
2025-03-10 02:00:00,21.76,31.96,23.52,21.5375,38.06272727272727,24.25,18.125,,22.0
2025-03-10 02:15:00,21.77,31.43,23.4975,21.525,37.43736842105263,24.12,18.115714285714287,,22.0
2025-03-10 02:30:00,21.78,31.03,23.475,21.5125,37.11842105263158,24.060000000000002,18.10642857142857,,22.0
2025-03-10 02:45:00,21.79,31.96,23.4525,21.5,37.770833333333336,24.040000000000003,18.097142857142856,,22.0
2025-03-10 03:00:00,21.7625,31.44,23.43,21.45,36.894285714285715,23.939999999999998,18.087857142857143,,22.0
2025-03-10 03:15:00,21.735,31.965,23.413333333333334,21.4,37.624545454545455,23.985,18.07857142857143,,22.0
2025-03-10 03:30:00,21.7075,32.04625,23.396666666666665,21.35,38.34625,24.03,18.069285714285712,,22.0
2025-03-10 03:45:00,21.68,32.1275,23.38,21.3,38.212857142857146,24.075,18.06,,22.0
2025-03-10 04:00:00,21.6625,32.20875,23.3925,21.275,38.46,24.12,18.04285714285714,,22.0
2025-03-10 04:15:00,21.645,32.29,23.405,21.25,38.38,24.060000000000002,18.025714285714287,,22.0
2025-03-10 04:30:00,21.627499999999998,32.35,23.4175,21.225,38.565,24.123333333333335,18.00857142857143,,22.0
2025-03-10 04:45:00,21.61,32.41,23.43,21.2,38.75,24.186666666666667,17.99142857142857,,22.0
2025-03-10 05:00:00,21.604285714285712,32.47,23.447499999999998,21.175,39.074,24.25,17.974285714285713,,22.0
2025-03-10 05:15:00,21.59857142857143,32.4,23.465,21.15,38.43875,24.185000000000002,17.95714285714286,,22.0
2025-03-10 05:30:00,21.59285714285714,32.413333333333334,23.4825,21.125,38.25,24.12,17.94,,22.0
2025-03-10 05:45:00,21.587142857142858,32.42666666666666,23.5,21.1,38.315000000000005,24.163333333333334,17.98,,22.0
2025-03-10 06:00:00,21.58142857142857,32.44,23.578333333333333,21.075000000000003,38.68833333333333,24.206666666666667,18.02,,22.0
2025-03-10 06:15:00,21.575714285714287,33.01,23.656666666666666,21.05,39.8125,24.439999999999998,18.06,,22.0
2025-03-10 06:30:00,21.57,33.265,23.735,21.025,40.026428571428575,24.663333333333338,18.125,,22.0
2025-03-10 06:45:00,21.5825,32.47,23.71125,21.0,38.85076923076923,24.67416666666667,18.19,,22.0
2025-03-10 07:00:00,21.595,32.92,23.6875,21.025,38.98368421052632,24.685000000000002,18.25,,22.0
2025-03-10 07:15:00,21.6075,31.96,23.66375,21.05,37.375,24.439999999999998,18.31,,22.0
2025-03-10 07:30:00,21.62,31.705,23.64,21.075000000000003,37.831875,24.293333333333333,18.44,,22.0
2025-03-10 07:45:00,21.636666666666667,31.45,23.560000000000002,21.1,36.894285714285715,24.060000000000002,18.56,,22.0
2025-03-10 08:00:00,21.653333333333336,31.24,23.48,21.125,37.1875,23.990000000000002,18.69,,22.0
2025-03-10 08:15:00,21.67,31.21333333333333,23.4,21.15,37.56,23.919999999999998,18.7825,,22.0
2025-03-10 08:30:00,21.755000000000003,31.186666666666667,23.32,21.175,37.39833333333333,23.959999999999997,18.875,,22.0
2025-03-10 08:45:00,21.840000000000003,31.16,23.326666666666668,21.2,36.37466666666667,24.060000000000002,19.186666666666667,,22.0
2025-03-10 09:00:00,21.925,30.09,23.333333333333332,21.25,34.014545454545456,24.060000000000002,19.5625,,22.0
2025-03-10 09:15:00,22.01,28.494999999999997,23.34,21.299999999999997,31.87066666666667,23.75,19.44,,22.0
2025-03-10 09:30:00,21.9725,27.455,23.19,21.349999999999998,30.278181818181817,23.376666666666665,19.5,,22.0
2025-03-10 09:45:00,21.935000000000002,26.84,22.935000000000002,21.4,29.5,23.060000000000002,19.5,,22.0
2025-03-10 10:00:00,21.8975,26.67,22.68,21.40833333333333,29.938,22.814999999999998,19.56,,22.0
2025-03-10 10:15:00,21.86,27.19,22.73,21.416666666666664,30.724,22.81933333333333,19.625,,22.0
2025-03-10 10:30:00,21.87,27.7,22.735,21.424999999999997,30.75,22.823666666666664,19.69,,22.0
2025-03-10 10:45:00,21.88,27.74,22.740000000000002,21.433333333333334,31.0,22.827999999999996,19.75,,22.0
2025-03-10 11:00:00,21.89,27.985,22.745,21.441666666666666,31.376666666666665,22.83233333333333,19.81,,22.0
2025-03-10 11:15:00,21.9075,28.23,22.75,21.45,31.580000000000002,22.836666666666662,19.875,,22.0
2025-03-10 11:30:00,21.925,28.7,22.813333333333333,21.458333333333332,32.12571428571429,23.0,19.94,,22.0
2025-03-10 11:45:00,21.942500000000003,28.7275,22.87666666666667,21.466666666666665,32.58,23.12,19.98,,22.0
2025-03-10 12:00:00,21.96,28.755,22.94,21.475,32.623333333333335,23.163333333333334,20.02,,22.0
2025-03-10 12:15:00,21.958571428571428,28.7825,22.965,21.483333333333334,32.62,23.206666666666667,20.06,,22.0
2025-03-10 12:30:00,21.95714285714286,28.81,22.990000000000002,21.491666666666667,32.75,23.25,20.125,,22.0
2025-03-10 12:45:00,21.955714285714286,28.626666666666665,23.015,21.5,32.874,23.206666666666667,20.19,,22.0
2025-03-10 13:00:00,21.954285714285714,28.443333333333335,23.04,21.508333333333333,32.1875,23.163333333333334,20.25,,22.0
2025-03-10 13:15:00,21.95285714285714,28.26,22.9975,21.516666666666666,31.625714285714285,23.12,20.31,,22.0
2025-03-10 13:30:00,21.951428571428572,27.775,22.955,21.525,31.060000000000002,23.060000000000002,20.331666666666667,,22.0
2025-03-10 13:45:00,21.95,28.27,22.9125,21.533333333333335,31.6325,23.0,20.35333333333333,,22.0
2025-03-10 14:00:00,21.9725,28.78,22.87,21.541666666666668,32.45,23.060000000000002,20.375,,22.0
2025-03-10 14:15:00,21.994999999999997,28.77,22.89666666666667,21.55,32.44,23.12,20.39666666666667,,22.0
2025-03-10 14:30:00,22.0175,28.94333333333333,22.923333333333332,21.558333333333334,32.685,23.185000000000002,20.418333333333333,,22.0
2025-03-10 14:45:00,22.04,29.116666666666667,22.95,21.566666666666666,33.14666666666667,23.25,20.44,,22.0
2025-03-10 15:00:00,22.096249999999998,29.29,23.07,21.575000000000003,32.81166666666667,23.38,20.52,,22.0
2025-03-10 15:15:00,22.1525,28.725,23.19,21.583333333333336,32.06333333333333,23.314999999999998,20.788,,22.0
2025-03-10 15:30:00,22.208750000000002,28.2,23.155,21.59166666666667,31.311666666666667,23.25,21.34375,,22.0
2025-03-10 15:45:00,22.265,27.68,23.12,21.6,30.375555555555554,23.314999999999998,21.862000000000002,,22.0
2025-03-10 16:00:00,22.2,26.86,22.973333333333333,21.575000000000003,28.859375,23.060000000000002,21.563333333333333,,22.0
2025-03-10 16:15:00,22.135,26.115,22.826666666666668,21.55,27.630493827160496,22.876666666666665,21.080000000000002,,22.0
2025-03-10 16:30:00,22.07,25.57,22.68,21.525,27.667272727272728,22.62,20.625,,22.0
2025-03-10 16:45:00,22.00375,25.9725,22.7,21.5,27.76801801801802,22.5,20.375,,22.0
2025-03-10 17:00:00,21.9375,26.375,22.606666666666666,21.45,29.375,22.38,20.19,,22.0
2025-03-10 17:15:00,21.87125,27.43,22.513333333333335,21.4,31.50333333333333,22.501666666666665,20.103333333333335,,22.0
2025-03-10 17:30:00,21.805,29.32,22.42,21.35,35.06578947368421,22.623333333333335,19.875,,22.0
2025-03-10 17:45:00,21.833333333333332,31.4375,22.815,21.3,37.784193548387094,23.188333333333333,19.884285714285713,,22.0
2025-03-10 18:00:00,21.861666666666668,31.37,23.21,21.306250000000002,37.03636363636363,23.723333333333333,19.805,,22.0
2025-03-10 18:15:00,21.89,31.95,23.34,21.3125,37.43105263157895,24.060000000000002,19.747500000000002,,22.0
2025-03-10 18:30:00,21.8825,31.185000000000002,23.47,21.31875,36.30357142857143,24.0,19.69,,22.0
2025-03-10 18:45:00,21.875,31.695,23.4675,21.325,37.44705882352941,24.085,19.616666666666667,,22.0
2025-03-10 19:00:00,21.8675,31.263333333333335,23.465,21.33125,36.125,24.0,19.56,,22.0
2025-03-10 19:15:00,21.86,30.41,23.4625,21.3375,35.062,23.88,19.625,,22.0
2025-03-10 19:30:00,21.85,30.575,23.46,21.34375,35.005,23.775,19.485,,22.0
2025-03-10 19:45:00,21.84,30.74,23.39,21.35,35.93714285714286,23.72375,19.395,,22.0
2025-03-10 20:00:00,21.83,30.92,23.32,21.35625,36.5,23.6725,19.305,,22.0
2025-03-10 20:15:00,21.82,31.05666666666667,23.25,21.3625,36.531666666666666,23.694285714285716,19.2675,,22.0
2025-03-10 20:30:00,21.8,31.19333333333333,23.2875,21.36875,36.56333333333333,23.767142857142858,19.23,,22.0
2025-03-10 20:45:00,21.78,31.33,23.325,21.375,37.05166666666667,23.84,19.2,,22.0
2025-03-10 21:00:00,21.76,31.183333333333334,23.362499999999997,21.381249999999998,37.5,23.939999999999998,19.13,,22.0
2025-03-10 21:15:00,21.765,31.036666666666665,23.4,21.3875,36.956923076923076,23.939999999999998,19.06,,22.0
2025-03-10 21:30:00,21.770000000000003,30.89,23.419999999999998,21.393749999999997,36.245,23.926666666666666,19.1,,22.0
2025-03-10 21:45:00,21.775000000000002,30.85,23.44,21.4,36.50909090909091,23.833333333333332,19.1,,22.0
2025-03-10 22:00:00,21.78,31.43,23.46,21.45,37.3685,24.0,19.07714285714286,,22.0
2025-03-10 22:15:00,21.7925,31.215,23.427500000000002,21.5,36.31333333333333,23.96,19.054285714285715,,22.0
2025-03-10 22:30:00,21.805,31.0,23.395,21.55,36.18181818181818,23.919999999999998,19.031428571428574,,22.0
2025-03-10 22:45:00,21.8175,30.41,23.362499999999997,21.6,35.330714285714286,23.88,19.00857142857143,,22.0
2025-03-10 23:00:00,21.83,30.293333333333333,23.33,21.625,36.188,23.75,18.985714285714288,,22.0
2025-03-10 23:15:00,21.816666666666666,30.17666666666667,23.305,21.65,35.0825,23.62,18.962857142857143,,22.0
2025-03-10 23:30:00,21.80333333333333,30.060000000000002,23.28,21.675,35.6875,23.560000000000002,18.94,,22.0
2025-03-10 23:45:00,21.79,30.92,23.255,21.7,36.93833333333333,23.655,18.929166666666667,,22.0
2025-03-11 00:00:00,21.78125,31.43,23.23,21.675,36.75,23.75,18.918333333333337,,22.0
2025-03-11 00:15:00,21.7725,31.285,23.28,21.65,36.524,23.793333333333333,18.907500000000002,,22.0
2025-03-11 00:30:00,21.763749999999998,31.14,23.33,21.625,36.81166666666667,23.836666666666666,18.89666666666667,,22.0
2025-03-11 00:45:00,21.755,31.31,23.38,21.6,37.51769230769231,23.88,18.885833333333334,,22.0
2025-03-11 01:00:00,21.74625,31.48,23.39,21.575000000000003,37.212,23.919999999999998,18.875,,22.0
2025-03-11 01:15:00,21.737499999999997,31.65,23.4,21.55,37.5,23.959999999999997,18.86416666666667,,22.0
2025-03-11 01:30:00,21.728749999999998,31.799999999999997,23.41,21.525,37.789,23.928,18.853333333333335,,22.0
2025-03-11 01:45:00,21.72,31.95,23.42,21.5,37.815,24.0,18.835185185185185,,22.0
2025-03-11 02:00:00,21.716666666666665,31.92,23.44571428571429,21.475,37.89,24.016000000000002,18.81703703703704,,22.0
2025-03-11 02:15:00,21.713333333333335,31.89,23.47142857142857,21.45,37.645,24.032,18.79888888888889,,22.0
2025-03-11 02:30:00,21.71,31.965,23.497142857142858,21.424999999999997,37.75,24.048000000000002,18.780740740740743,,22.0
2025-03-11 02:45:00,21.7125,32.04,23.522857142857145,21.4,38.06,24.064,18.762592592592593,,22.0
2025-03-11 03:00:00,21.715,32.114999999999995,23.54857142857143,21.3875,38.315000000000005,24.080000000000002,18.744444444444447,,22.0
2025-03-11 03:15:00,21.7175,32.19,23.574285714285715,21.375,38.2825,24.25,18.726296296296297,,22.0
2025-03-11 03:30:00,21.72,32.20333333333333,23.6,21.3625,38.25,24.2175,18.70814814814815,,22.0
2025-03-11 03:45:00,21.695,32.21666666666666,23.582500000000003,21.35,38.328,24.185000000000002,18.69,,22.0
2025-03-11 04:00:00,21.67,32.23,23.565,21.3375,38.376666666666665,24.1525,18.68277777777778,,22.0
2025-03-11 04:15:00,21.645,32.2025,23.5475,21.325,38.172,24.12,18.675555555555558,,22.0
2025-03-11 04:30:00,21.62,32.175,23.53,21.3125,38.06,24.185000000000002,18.668333333333333,,22.0
2025-03-11 04:45:00,21.63,32.147499999999994,23.540000000000003,21.3,38.123333333333335,24.192222222222224,18.66111111111111,,22.0
2025-03-11 05:00:00,21.64,32.12,23.55,21.275,38.2175,24.199444444444445,18.65388888888889,,22.0
2025-03-11 05:15:00,21.65,32.47,23.560000000000002,21.25,38.8125,24.206666666666667,18.64666666666667,,22.0
2025-03-11 05:30:00,21.6475,32.355000000000004,23.57,21.225,38.56333333333333,24.22833333333333,18.639444444444443,,22.0
2025-03-11 05:45:00,21.645,32.24,23.580000000000002,21.2,38.44,24.25,18.63222222222222,,22.0
2025-03-11 06:00:00,21.6425,32.28,23.59,21.195,38.44,24.271666666666665,18.625,,22.0
2025-03-11 06:15:00,21.64,32.32,23.6,21.189999999999998,38.672,24.29333333333333,18.625,,22.0
2025-03-11 06:30:00,21.6325,32.36,23.6175,21.185,38.54,24.314999999999998,18.67125,,22.0
2025-03-11 06:45:00,21.625,32.4,23.635,21.18,38.685,24.336666666666662,18.7175,,22.0
2025-03-11 07:00:00,21.6175,32.165,23.652500000000003,21.175,38.56,24.314999999999998,18.763749999999998,,22.0
2025-03-11 07:15:00,21.61,31.93,23.67,21.17,38.32555555555555,24.25,18.81,,22.0
2025-03-11 07:30:00,21.63,31.695,23.6325,21.165,37.05357142857143,24.185000000000002,18.82857142857143,,22.0
2025-03-11 07:45:00,21.650000000000002,31.822499999999998,23.595,21.16,37.56285714285714,24.206666666666667,18.847142857142856,,22.0
2025-03-11 08:00:00,21.67,31.95,23.5575,21.155,38.312,24.228333333333335,18.865714285714287,,22.0
2025-03-11 08:15:00,21.6625,32.47,23.52,21.15,38.46875,24.25,18.884285714285713,,22.0
2025-03-11 08:30:00,21.655,31.540000000000003,23.53333333333333,21.145,37.25,24.12,18.902857142857144,,22.0
2025-03-11 08:45:00,21.6475,31.8575,23.546666666666667,21.14,37.31272727272727,24.060000000000002,18.92142857142857,,22.0
2025-03-11 09:00:00,21.64,32.175,23.56,21.135,38.625,24.25,18.94,,22.0
2025-03-11 09:15:00,21.6425,32.96,23.74,21.130000000000003,39.151428571428575,24.439999999999998,18.98,,22.0
2025-03-11 09:30:00,21.645,32.355000000000004,23.716666666666665,21.125,38.25,24.38,19.02,,22.0
2025-03-11 09:45:00,21.6475,32.35125000000001,23.693333333333335,21.12,38.13428571428572,24.3475,19.06,,22.0
2025-03-11 10:00:00,21.65,32.347500000000004,23.67,21.115000000000002,38.625,24.314999999999998,18.98,,22.0
2025-03-11 10:15:00,21.64,32.34375,23.645000000000003,21.11,38.5,24.2825,18.985,,22.0
2025-03-11 10:30:00,21.63,32.34,23.62,21.105,38.125,24.25,18.990000000000002,,22.0
2025-03-11 10:45:00,21.62,31.92,23.595,21.1,37.8125,24.12,18.995,,22.0
2025-03-11 11:00:00,21.6175,32.2,23.57,21.1125,38.00857142857143,24.185000000000002,19.0,,22.0
2025-03-11 11:15:00,21.615000000000002,32.480000000000004,23.613333333333333,21.125,38.75,24.25,19.0,,22.0
2025-03-11 11:30:00,21.6125,32.4375,23.656666666666666,21.137500000000003,39.041666666666664,24.336666666666662,19.0,,22.0
2025-03-11 11:45:00,21.61,32.395,23.7,21.150000000000002,38.5,24.32583333333333,19.0,,22.0
2025-03-11 12:00:00,21.6025,32.352500000000006,23.6925,21.1625,38.31333333333333,24.314999999999998,18.905,,22.0
